product,period,forecast_type,adopted,method,value
DMPA-SC,2024-06-01,Main,Demographic,Consumption LMIS,NA
DMPA-SC,2024-07-01,Main,Demographic,Actual Consumption,56685
DMPA-SC,2024-07-01,Main,Demographic,Service Excel,22720
DMPA-SC,2024-07-01,Main,Demographic,Service AI,35488
DMPA-SC,2024-07-01,Main,Demographic,Consumption Excel,40434
DMPA-SC,2024-07-01,Main,Demographic,Consumption AI,34550
DMPA-SC,2024-07-01,Main,Demographic,Demographic,71764
DMPA-SC,2024-07-01,Main,Demographic,Consumption LMIS,NA
DMPA-SC,2024-08-01,Main,Demographic,Actual Consumption,58686
DMPA-SC,2024-08-01,Main,Demographic,Service Excel,22720
DMPA-SC,2024-08-01,Main,Demographic,Service AI,35488
DMPA-SC,2024-08-01,Main,Demographic,Consumption Excel,40434
DMPA-SC,2024-08-01,Main,Demographic,Consumption AI,34550
DMPA-SC,2024-08-01,Main,Demographic,Demographic,71764
DMPA-SC,2024-08-01,Main,Demographic,Consumption LMIS,NA
DMPA-SC,2024-09-01,Main,Demographic,Actual Consumption,62225
DMPA-SC,2024-09-01,Main,Demographic,Service Excel,22720
DMPA-SC,2024-09-01,Main,Demographic,Service AI,35488
DMPA-SC,2024-09-01,Main,Demographic,Consumption Excel,40434
DMPA-SC,2024-09-01,Main,Demographic,Consumption AI,34550
DMPA-SC,2024-09-01,Main,Demographic,Demographic,71764
DMPA-SC,2024-09-01,Main,Demographic,Consumption LMIS,NA
DMPA-SC,2024-10-01,Main,Demographic,Actual Consumption,67348
DMPA-SC,2024-10-01,Main,Demographic,Service Excel,22720
DMPA-SC,2024-10-01,Main,Demographic,Service AI,35488
DMPA-SC,2024-10-01,Main,Demographic,Consumption Excel,40434
DMPA-SC,2024-10-01,Main,Demographic,Consumption AI,34550
DMPA-SC,2024-10-01,Main,Demographic,Demographic,71764
DMPA-SC,2024-10-01,Main,Demographic,Consumption LMIS,NA
DMPA-SC,2024-11-01,Main,Demographic,Actual Consumption,57400
DMPA-SC,2024-11-01,Main,Demographic,Service Excel,22720
DMPA-SC,2024-11-01,Main,Demographic,Service AI,35488
DMPA-SC,2024-11-01,Main,Demographic,Consumption Excel,40434
DMPA-SC,2024-11-01,Main,Demographic,Consumption AI,34550
DMPA-SC,2024-11-01,Main,Demographic,Demographic,71764
DMPA-SC,2024-11-01,Main,Demographic,Consumption LMIS,NA
DMPA-SC,2024-12-01,Main,Demographic,Actual Consumption,54771
DMPA-SC,2024-12-01,Main,Demographic,Service Excel,22720
DMPA-SC,2024-12-01,Main,Demographic,Service AI,35488
DMPA-SC,2024-12-01,Main,Demographic,Consumption Excel,40434
DMPA-SC,2024-12-01,Main,Demographic,Consumption AI,34550
DMPA-SC,2024-12-01,Main,Demographic,Demographic,71764
DMPA-SC,2024-12-01,Main,Demographic,Consumption LMIS,NA
DMPA-SC,2025-01-01,Main,Demographic,Actual Consumption,55164
DMPA-SC,2025-01-01,Main,Demographic,Service Excel,22720
DMPA-SC,2025-01-01,Main,Demographic,Service AI,35488
DMPA-SC,2025-01-01,Main,Demographic,Consumption Excel,40434
DMPA-SC,2025-01-01,Main,Demographic,Consumption AI,34550
DMPA-SC,2025-01-01,Main,Demographic,Demographic,71764
DMPA-SC,2025-01-01,Main,Demographic,Consumption LMIS,NA
DMPA-SC,2025-02-01,Main,Demographic,Actual Consumption,48725
DMPA-SC,2025-02-01,Main,Demographic,Service Excel,22720
DMPA-SC,2025-02-01,Main,Demographic,Service AI,35488
DMPA-SC,2025-02-01,Main,Demographic,Consumption Excel,40434
DMPA-SC,2025-02-01,Main,Demographic,Consumption AI,34550
DMPA-SC,2025-02-01,Main,Demographic,Demographic,71764
DMPA-SC,2025-02-01,Main,Demographic,Consumption LMIS,NA
DMPA-SC,2025-03-01,Main,Demographic,Actual Consumption,45777
DMPA-SC,2025-03-01,Main,Demographic,Service Excel,22720
DMPA-SC,2025-03-01,Main,Demographic,Service AI,35488
DMPA-SC,2025-03-01,Main,Demographic,Consumption Excel,40434
DMPA-SC,2025-03-01,Main,Demographic,Consumption AI,34550
DMPA-SC,2025-03-01,Main,Demographic,Demographic,71764
DMPA-SC,2025-03-01,Main,Demographic,Consumption LMIS,NA
DMPA-SC,2025-04-01,Main,Demographic,Actual Consumption,44680
DMPA-SC,2025-04-01,Main,Demographic,Service Excel,22720
DMPA-SC,2025-04-01,Main,Demographic,Service AI,35488
DMPA-SC,2025-04-01,Main,Demographic,Consumption Excel,40434
DMPA-SC,2025-04-01,Main,Demographic,Consumption AI,34550
DMPA-SC,2025-04-01,Main,Demographic,Demographic,71764
DMPA-SC,2025-04-01,Main,Demographic,Consumption LMIS,NA
DMPA-SC,2025-05-01,Main,Demographic,Actual Consumption,49723
DMPA-SC,2025-05-01,Main,Demographic,Service Excel,22720
DMPA-SC,2025-05-01,Main,Demographic,Service AI,35488
DMPA-SC,2025-05-01,Main,Demographic,Consumption Excel,40434
DMPA-SC,2025-05-01,Main,Demographic,Consumption AI,34550
DMPA-SC,2025-05-01,Main,Demographic,Demographic,71764
DMPA-SC,2025-05-01,Main,Demographic,Consumption LMIS,NA
DMPA-SC,2025-06-01,Main,Demographic,Actual Consumption,56461
DMPA-SC,2025-06-01,Main,Demographic,Service Excel,22720
DMPA-SC,2025-06-01,Main,Demographic,Service AI,35488
DMPA-SC,2025-06-01,Main,Demographic,Consumption Excel,40434
DMPA-SC,2025-06-01,Main,Demographic,Consumption AI,34550
DMPA-SC,2025-06-01,Main,Demographic,Demographic,71764
DMPA-SC,2025-06-01,Main,Demographic,Consumption LMIS,NA
DMPA-SC,2024-07-01,Review,Demographic,Actual Consumption,56685
DMPA-SC,2024-07-01,Review,Demographic,Service Excel,47258
DMPA-SC,2024-07-01,Review,Demographic,Service AI,71764
DMPA-SC,2024-07-01,Review,Demographic,Consumption Excel,47252
DMPA-SC,2024-07-01,Review,Demographic,Consumption AI,43969
DMPA-SC,2024-07-01,Review,Demographic,Demographic,66827
DMPA-SC,2024-07-01,Review,Demographic,Consumption LMIS,NA
DMPA-SC,2024-08-01,Review,Demographic,Actual Consumption,58686
DMPA-SC,2024-08-01,Review,Demographic,Service Excel,47258
DMPA-SC,2024-08-01,Review,Demographic,Service AI,71764
DMPA-SC,2024-08-01,Review,Demographic,Consumption Excel,47252
DMPA-SC,2024-08-01,Review,Demographic,Consumption AI,43969
DMPA-SC,2024-08-01,Review,Demographic,Demographic,66827
DMPA-SC,2024-08-01,Review,Demographic,Consumption LMIS,NA
DMPA-SC,2024-09-01,Review,Demographic,Actual Consumption,62225
DMPA-SC,2024-09-01,Review,Demographic,Service Excel,47258
DMPA-SC,2024-09-01,Review,Demographic,Service AI,71764
DMPA-SC,2024-09-01,Review,Demographic,Consumption Excel,47252
DMPA-SC,2024-09-01,Review,Demographic,Consumption AI,43969
DMPA-SC,2024-09-01,Review,Demographic,Demographic,66827
DMPA-SC,2024-09-01,Review,Demographic,Consumption LMIS,NA
DMPA-SC,2024-10-01,Review,Demographic,Actual Consumption,67348
DMPA-SC,2024-10-01,Review,Demographic,Service Excel,47258
DMPA-SC,2024-10-01,Review,Demographic,Service AI,71764
DMPA-SC,2024-10-01,Review,Demographic,Consumption Excel,47252
DMPA-SC,2024-10-01,Review,Demographic,Consumption AI,43969
DMPA-SC,2024-10-01,Review,Demographic,Demographic,66827
DMPA-SC,2024-10-01,Review,Demographic,Consumption LMIS,NA
DMPA-SC,2024-11-01,Review,Demographic,Actual Consumption,57400
DMPA-SC,2024-11-01,Review,Demographic,Service Excel,47258
DMPA-SC,2024-11-01,Review,Demographic,Service AI,71764
DMPA-SC,2024-11-01,Review,Demographic,Consumption Excel,47252
DMPA-SC,2024-11-01,Review,Demographic,Consumption AI,43969
DMPA-SC,2024-11-01,Review,Demographic,Demographic,66827
DMPA-SC,2024-11-01,Review,Demographic,Consumption LMIS,NA
DMPA-SC,2024-12-01,Review,Demographic,Actual Consumption,54771
DMPA-SC,2024-12-01,Review,Demographic,Service Excel,47258
DMPA-SC,2024-12-01,Review,Demographic,Service AI,71764
DMPA-SC,2024-12-01,Review,Demographic,Consumption Excel,47252
DMPA-SC,2024-12-01,Review,Demographic,Consumption AI,43969
DMPA-SC,2024-12-01,Review,Demographic,Demographic,66827
DMPA-SC,2024-12-01,Review,Demographic,Consumption LMIS,NA
DMPA-SC,2025-01-01,Review,Demographic,Actual Consumption,55164
DMPA-SC,2025-01-01,Review,Demographic,Service Excel,47258
DMPA-SC,2025-01-01,Review,Demographic,Service AI,71764
DMPA-SC,2025-01-01,Review,Demographic,Consumption Excel,47252
DMPA-SC,2025-01-01,Review,Demographic,Consumption AI,43969
DMPA-SC,2025-01-01,Review,Demographic,Demographic,66827
DMPA-SC,2025-01-01,Review,Demographic,Consumption LMIS,NA
DMPA-SC,2025-02-01,Review,Demographic,Actual Consumption,48725
DMPA-SC,2025-02-01,Review,Demographic,Service Excel,47258
DMPA-SC,2025-02-01,Review,Demographic,Service AI,71764
DMPA-SC,2025-02-01,Review,Demographic,Consumption Excel,47252
DMPA-SC,2025-02-01,Review,Demographic,Consumption AI,43969
DMPA-SC,2025-02-01,Review,Demographic,Demographic,66827
DMPA-SC,2025-02-01,Review,Demographic,Consumption LMIS,NA
DMPA-SC,2025-03-01,Review,Demographic,Actual Consumption,45777
DMPA-SC,2025-03-01,Review,Demographic,Service Excel,47258
DMPA-SC,2025-03-01,Review,Demographic,Service AI,71764
DMPA-SC,2025-03-01,Review,Demographic,Consumption Excel,47252
DMPA-SC,2025-03-01,Review,Demographic,Consumption AI,43969
DMPA-SC,2025-03-01,Review,Demographic,Demographic,66827
DMPA-SC,2025-03-01,Review,Demographic,Consumption LMIS,NA
DMPA-SC,2025-04-01,Review,Demographic,Actual Consumption,44680
DMPA-SC,2025-04-01,Review,Demographic,Service Excel,47258
DMPA-SC,2025-04-01,Review,Demographic,Service AI,71764
DMPA-SC,2025-04-01,Review,Demographic,Consumption Excel,47252
DMPA-SC,2025-04-01,Review,Demographic,Consumption AI,43969
DMPA-SC,2025-04-01,Review,Demographic,Demographic,66827
DMPA-SC,2025-04-01,Review,Demographic,Consumption LMIS,NA
DMPA-SC,2025-05-01,Review,Demographic,Actual Consumption,49723
DMPA-SC,2025-05-01,Review,Demographic,Service Excel,47258
DMPA-SC,2025-05-01,Review,Demographic,Service AI,71764
DMPA-SC,2025-05-01,Review,Demographic,Consumption Excel,47252
DMPA-SC,2025-05-01,Review,Demographic,Consumption AI,43969
DMPA-SC,2025-05-01,Review,Demographic,Demographic,66827
DMPA-SC,2025-05-01,Review,Demographic,Consumption LMIS,NA
DMPA-SC,2025-06-01,Review,Demographic,Actual Consumption,56461
DMPA-SC,2025-06-01,Review,Demographic,Service Excel,47258
DMPA-SC,2025-06-01,Review,Demographic,Service AI,71764
DMPA-SC,2025-06-01,Review,Demographic,Consumption Excel,47252
DMPA-SC,2025-06-01,Review,Demographic,Consumption AI,43969
DMPA-SC,2025-06-01,Review,Demographic,Demographic,66827
DMPA-SC,2025-06-01,Review,Demographic,Consumption LMIS,NA
DMPA-SC,2025-07-01,Main,Service AI,Actual Consumption,64513
DMPA-SC,2025-07-01,Main,Service AI,Service Excel,NA
DMPA-SC,2025-07-01,Main,Service AI,Service AI,51912
DMPA-SC,2025-07-01,Main,Service AI,Consumption Excel,NA
DMPA-SC,2025-07-01,Main,Service AI,Consumption AI,54391
DMPA-SC,2025-07-01,Main,Service AI,Demographic,128969.5
DMPA-SC,2025-07-01,Main,Service AI,Consumption LMIS,76857
DMPA-SC,2025-08-01,Main,Service AI,Actual Consumption,56621
DMPA-SC,2025-08-01,Main,Service AI,Service Excel,NA
DMPA-SC,2025-08-01,Main,Service AI,Service AI,52571
DMPA-SC,2025-08-01,Main,Service AI,Consumption Excel,NA
DMPA-SC,2025-08-01,Main,Service AI,Consumption AI,57034
DMPA-SC,2025-08-01,Main,Service AI,Demographic,128969.5
DMPA-SC,2025-08-01,Main,Service AI,Consumption LMIS,76857
DMPA-SC,2025-09-01,Main,Service AI,Actual Consumption,70416
DMPA-SC,2025-09-01,Main,Service AI,Service Excel,NA
DMPA-SC,2025-09-01,Main,Service AI,Service AI,52571
DMPA-SC,2025-09-01,Main,Service AI,Consumption Excel,NA
DMPA-SC,2025-09-01,Main,Service AI,Consumption AI,57673
DMPA-SC,2025-09-01,Main,Service AI,Demographic,128969.5
DMPA-SC,2025-09-01,Main,Service AI,Consumption LMIS,76857
DMPA-SC,2025-10-01,Main,Service AI,Actual Consumption,72829
DMPA-SC,2025-10-01,Main,Service AI,Service Excel,NA
DMPA-SC,2025-10-01,Main,Service AI,Service AI,54713
DMPA-SC,2025-10-01,Main,Service AI,Consumption Excel,NA
DMPA-SC,2025-10-01,Main,Service AI,Consumption AI,59183
DMPA-SC,2025-10-01,Main,Service AI,Demographic,128969.5
DMPA-SC,2025-10-01,Main,Service AI,Consumption LMIS,76857
DMPA-SC,2025-11-01,Main,Service AI,Actual Consumption,76970
DMPA-SC,2025-11-01,Main,Service AI,Service Excel,NA
DMPA-SC,2025-11-01,Main,Service AI,Service AI,52571
DMPA-SC,2025-11-01,Main,Service AI,Consumption Excel,NA
DMPA-SC,2025-11-01,Main,Service AI,Consumption AI,52037
DMPA-SC,2025-11-01,Main,Service AI,Demographic,128969.5
DMPA-SC,2025-11-01,Main,Service AI,Consumption LMIS,76857
DMPA-SC,2025-12-01,Main,Service AI,Actual Consumption,90007
DMPA-SC,2025-12-01,Main,Service AI,Service Excel,NA
DMPA-SC,2025-12-01,Main,Service AI,Service AI,52070
DMPA-SC,2025-12-01,Main,Service AI,Consumption Excel,NA
DMPA-SC,2025-12-01,Main,Service AI,Consumption AI,52667
DMPA-SC,2025-12-01,Main,Service AI,Demographic,128969.5
DMPA-SC,2025-12-01,Main,Service AI,Consumption LMIS,76857
DMPA-SC,2026-01-01,Main,Service AI,Actual Consumption,97469
DMPA-SC,2026-01-01,Main,Service AI,Service Excel,NA
DMPA-SC,2026-01-01,Main,Service AI,Service AI,51842
DMPA-SC,2026-01-01,Main,Service AI,Consumption Excel,NA
DMPA-SC,2026-01-01,Main,Service AI,Consumption AI,50361
DMPA-SC,2026-01-01,Main,Service AI,Demographic,128969.5
DMPA-SC,2026-01-01,Main,Service AI,Consumption LMIS,76857
DMPA-SC,2026-02-01,Main,Service AI,Actual Consumption,97566
DMPA-SC,2026-02-01,Main,Service AI,Service Excel,NA
DMPA-SC,2026-02-01,Main,Service AI,Service AI,51842
DMPA-SC,2026-02-01,Main,Service AI,Consumption Excel,NA
DMPA-SC,2026-02-01,Main,Service AI,Consumption AI,51359
DMPA-SC,2026-02-01,Main,Service AI,Demographic,128969.5
DMPA-SC,2026-02-01,Main,Service AI,Consumption LMIS,76857
DMPA-SC,2026-03-01,Main,Service AI,Actual Consumption,118837
DMPA-SC,2026-03-01,Main,Service AI,Service Excel,NA
DMPA-SC,2026-03-01,Main,Service AI,Service AI,48126
DMPA-SC,2026-03-01,Main,Service AI,Consumption Excel,NA
DMPA-SC,2026-03-01,Main,Service AI,Consumption AI,46085
DMPA-SC,2026-03-01,Main,Service AI,Demographic,128969.5
DMPA-SC,2026-03-01,Main,Service AI,Consumption LMIS,76857
DMPA-SC,2026-04-01,Main,Service AI,Actual Consumption,114639
DMPA-SC,2026-04-01,Main,Service AI,Service Excel,NA
DMPA-SC,2026-04-01,Main,Service AI,Service AI,48296
DMPA-SC,2026-04-01,Main,Service AI,Consumption Excel,NA
DMPA-SC,2026-04-01,Main,Service AI,Consumption AI,45382
DMPA-SC,2026-04-01,Main,Service AI,Demographic,128969.5
DMPA-SC,2026-04-01,Main,Service AI,Consumption LMIS,76857
DMPA-SC,2026-05-01,Main,Service AI,Actual Consumption,98293
DMPA-SC,2026-05-01,Main,Service AI,Service Excel,NA
DMPA-SC,2026-05-01,Main,Service AI,Service AI,48773
DMPA-SC,2026-05-01,Main,Service AI,Consumption Excel,NA
DMPA-SC,2026-05-01,Main,Service AI,Consumption AI,49569
DMPA-SC,2026-05-01,Main,Service AI,Demographic,128969.5
DMPA-SC,2026-05-01,Main,Service AI,Consumption LMIS,76857
DMPA-SC,2026-06-01,Main,Service AI,Actual Consumption,91973
DMPA-SC,2026-06-01,Main,Service AI,Service Excel,NA
DMPA-SC,2026-06-01,Main,Service AI,Service AI,52305
DMPA-SC,2026-06-01,Main,Service AI,Consumption Excel,NA
DMPA-SC,2026-06-01,Main,Service AI,Consumption AI,55480
DMPA-SC,2026-06-01,Main,Service AI,Demographic,128969.5
DMPA-SC,2026-06-01,Main,Service AI,Consumption LMIS,76857
Hormonal IUCD,2023-07-01,Main,Demographic,Actual Consumption,1367
Hormonal IUCD,2023-07-01,Main,Demographic,Service Excel,960
Hormonal IUCD,2023-07-01,Main,Demographic,Service AI,1616
Hormonal IUCD,2023-07-01,Main,Demographic,Consumption Excel,4248
Hormonal IUCD,2023-07-01,Main,Demographic,Consumption AI,1526
Hormonal IUCD,2023-07-01,Main,Demographic,Demographic,2645
Hormonal IUCD,2023-07-01,Main,Demographic,Consumption LMIS,NA
Hormonal IUCD,2023-08-01,Main,Demographic,Actual Consumption,873
Hormonal IUCD,2023-08-01,Main,Demographic,Service Excel,960
Hormonal IUCD,2023-08-01,Main,Demographic,Service AI,1653
Hormonal IUCD,2023-08-01,Main,Demographic,Consumption Excel,4248
Hormonal IUCD,2023-08-01,Main,Demographic,Consumption AI,1518
Hormonal IUCD,2023-08-01,Main,Demographic,Demographic,2645
Hormonal IUCD,2023-08-01,Main,Demographic,Consumption LMIS,NA
Hormonal IUCD,2023-09-01,Main,Demographic,Actual Consumption,708
Hormonal IUCD,2023-09-01,Main,Demographic,Service Excel,960
Hormonal IUCD,2023-09-01,Main,Demographic,Service AI,1646
Hormonal IUCD,2023-09-01,Main,Demographic,Consumption Excel,4248
Hormonal IUCD,2023-09-01,Main,Demographic,Consumption AI,1522
Hormonal IUCD,2023-09-01,Main,Demographic,Demographic,2645
Hormonal IUCD,2023-09-01,Main,Demographic,Consumption LMIS,NA
Hormonal IUCD,2023-10-01,Main,Demographic,Actual Consumption,743
Hormonal IUCD,2023-10-01,Main,Demographic,Service Excel,960
Hormonal IUCD,2023-10-01,Main,Demographic,Service AI,1644
Hormonal IUCD,2023-10-01,Main,Demographic,Consumption Excel,4248
Hormonal IUCD,2023-10-01,Main,Demographic,Consumption AI,1550
Hormonal IUCD,2023-10-01,Main,Demographic,Demographic,2645
Hormonal IUCD,2023-10-01,Main,Demographic,Consumption LMIS,NA
Hormonal IUCD,2023-11-01,Main,Demographic,Actual Consumption,686
Hormonal IUCD,2023-11-01,Main,Demographic,Service Excel,960
Hormonal IUCD,2023-11-01,Main,Demographic,Service AI,1696
Hormonal IUCD,2023-11-01,Main,Demographic,Consumption Excel,4248
Hormonal IUCD,2023-11-01,Main,Demographic,Consumption AI,1617
Hormonal IUCD,2023-11-01,Main,Demographic,Demographic,2645
Hormonal IUCD,2023-11-01,Main,Demographic,Consumption LMIS,NA
Hormonal IUCD,2023-12-01,Main,Demographic,Actual Consumption,486
Hormonal IUCD,2023-12-01,Main,Demographic,Service Excel,960
Hormonal IUCD,2023-12-01,Main,Demographic,Service AI,1692
Hormonal IUCD,2023-12-01,Main,Demographic,Consumption Excel,4248
Hormonal IUCD,2023-12-01,Main,Demographic,Consumption AI,1550
Hormonal IUCD,2023-12-01,Main,Demographic,Demographic,2645
Hormonal IUCD,2023-12-01,Main,Demographic,Consumption LMIS,NA
Hormonal IUCD,2024-01-01,Main,Demographic,Actual Consumption,549
Hormonal IUCD,2024-01-01,Main,Demographic,Service Excel,960
Hormonal IUCD,2024-01-01,Main,Demographic,Service AI,1705
Hormonal IUCD,2024-01-01,Main,Demographic,Consumption Excel,4248
Hormonal IUCD,2024-01-01,Main,Demographic,Consumption AI,1620
Hormonal IUCD,2024-01-01,Main,Demographic,Demographic,2645
Hormonal IUCD,2024-01-01,Main,Demographic,Consumption LMIS,NA
Hormonal IUCD,2024-02-01,Main,Demographic,Actual Consumption,796
Hormonal IUCD,2024-02-01,Main,Demographic,Service Excel,960
Hormonal IUCD,2024-02-01,Main,Demographic,Service AI,1703
Hormonal IUCD,2024-02-01,Main,Demographic,Consumption Excel,4248
Hormonal IUCD,2024-02-01,Main,Demographic,Consumption AI,1672
Hormonal IUCD,2024-02-01,Main,Demographic,Demographic,2645
Hormonal IUCD,2024-02-01,Main,Demographic,Consumption LMIS,NA
Hormonal IUCD,2024-03-01,Main,Demographic,Actual Consumption,717
Hormonal IUCD,2024-03-01,Main,Demographic,Service Excel,960
Hormonal IUCD,2024-03-01,Main,Demographic,Service AI,1773
Hormonal IUCD,2024-03-01,Main,Demographic,Consumption Excel,4248
Hormonal IUCD,2024-03-01,Main,Demographic,Consumption AI,1697
Hormonal IUCD,2024-03-01,Main,Demographic,Demographic,2645
Hormonal IUCD,2024-03-01,Main,Demographic,Consumption LMIS,NA
Hormonal IUCD,2024-04-01,Main,Demographic,Actual Consumption,666
Hormonal IUCD,2024-04-01,Main,Demographic,Service Excel,960
Hormonal IUCD,2024-04-01,Main,Demographic,Service AI,1784
Hormonal IUCD,2024-04-01,Main,Demographic,Consumption Excel,4248
Hormonal IUCD,2024-04-01,Main,Demographic,Consumption AI,1679
Hormonal IUCD,2024-04-01,Main,Demographic,Demographic,2645
Hormonal IUCD,2024-04-01,Main,Demographic,Consumption LMIS,NA
Hormonal IUCD,2024-05-01,Main,Demographic,Actual Consumption,997
Hormonal IUCD,2024-05-01,Main,Demographic,Service Excel,960
Hormonal IUCD,2024-05-01,Main,Demographic,Service AI,1785
Hormonal IUCD,2024-05-01,Main,Demographic,Consumption Excel,4248
Hormonal IUCD,2024-05-01,Main,Demographic,Consumption AI,1755
Hormonal IUCD,2024-05-01,Main,Demographic,Demographic,2645
Hormonal IUCD,2024-05-01,Main,Demographic,Consumption LMIS,NA
Hormonal IUCD,2024-06-01,Main,Demographic,Actual Consumption,702
Hormonal IUCD,2024-06-01,Main,Demographic,Service Excel,960
Hormonal IUCD,2024-06-01,Main,Demographic,Service AI,1788
Hormonal IUCD,2024-06-01,Main,Demographic,Consumption Excel,4248
Hormonal IUCD,2024-06-01,Main,Demographic,Consumption AI,1754
Hormonal IUCD,2024-06-01,Main,Demographic,Demographic,2645
Hormonal IUCD,2024-06-01,Main,Demographic,Consumption LMIS,NA
Hormonal IUCD,2024-07-01,Main,Demographic,Actual Consumption,1082
Hormonal IUCD,2024-07-01,Main,Demographic,Service Excel,814
Hormonal IUCD,2024-07-01,Main,Demographic,Service AI,1291
Hormonal IUCD,2024-07-01,Main,Demographic,Consumption Excel,3708
Hormonal IUCD,2024-07-01,Main,Demographic,Consumption AI,781
Hormonal IUCD,2024-07-01,Main,Demographic,Demographic,998
Hormonal IUCD,2024-07-01,Main,Demographic,Consumption LMIS,NA
Hormonal IUCD,2024-08-01,Main,Demographic,Actual Consumption,1310
Hormonal IUCD,2024-08-01,Main,Demographic,Service Excel,814
Hormonal IUCD,2024-08-01,Main,Demographic,Service AI,1291
Hormonal IUCD,2024-08-01,Main,Demographic,Consumption Excel,3708
Hormonal IUCD,2024-08-01,Main,Demographic,Consumption AI,781
Hormonal IUCD,2024-08-01,Main,Demographic,Demographic,998
Hormonal IUCD,2024-08-01,Main,Demographic,Consumption LMIS,NA
Hormonal IUCD,2024-09-01,Main,Demographic,Actual Consumption,1403
Hormonal IUCD,2024-09-01,Main,Demographic,Service Excel,814
Hormonal IUCD,2024-09-01,Main,Demographic,Service AI,1291
Hormonal IUCD,2024-09-01,Main,Demographic,Consumption Excel,3708
Hormonal IUCD,2024-09-01,Main,Demographic,Consumption AI,781
