product,period,forecast_type,adopted,method,value
POPs,2025-07-01,Main,Service AI,Consumption AI,27723
POPs,2025-07-01,Main,Service AI,Demographic,56288.91667
POPs,2025-07-01,Main,Service AI,Consumption LMIS,40151
POPs,2025-08-01,Main,Service AI,Actual Consumption,24241
POPs,2025-08-01,Main,Service AI,Service Excel,NA
POPs,2025-08-01,Main,Service AI,Service AI,9538
POPs,2025-08-01,Main,Service AI,Consumption Excel,NA
POPs,2025-08-01,Main,Service AI,Consumption AI,23260
POPs,2025-08-01,Main,Service AI,Demographic,56288.91667
POPs,2025-08-01,Main,Service AI,Consumption LMIS,40151
POPs,2025-09-01,Main,Service AI,Actual Consumption,24876
POPs,2025-09-01,Main,Service AI,Service Excel,NA
POPs,2025-09-01,Main,Service AI,Service AI,9815
POPs,2025-09-01,Main,Service AI,Consumption Excel,NA
POPs,2025-09-01,Main,Service AI,Consumption AI,22844
POPs,2025-09-01,Main,Service AI,Demographic,56288.91667
POPs,2025-09-01,Main,Service AI,Consumption LMIS,40151
POPs,2025-10-01,Main,Service AI,Actual Consumption,28540
POPs,2025-10-01,Main,Service AI,Service Excel,NA
POPs,2025-10-01,Main,Service AI,Service AI,9796
POPs,2025-10-01,Main,Service AI,Consumption Excel,NA
POPs,2025-10-01,Main,Service AI,Consumption AI,25518
POPs,2025-10-01,Main,Service AI,Demographic,56288.91667
POPs,2025-10-01,Main,Service AI,Consumption LMIS,40151
POPs,2025-11-01,Main,Service AI,Actual Consumption,23216
POPs,2025-11-01,Main,Service AI,Service Excel,NA
POPs,2025-11-01,Main,Service AI,Service AI,9379
POPs,2025-11-01,Main,Service AI,Consumption Excel,NA
POPs,2025-11-01,Main,Service AI,Consumption AI,23960
POPs,2025-11-01,Main,Service AI,Demographic,56288.91667
POPs,2025-11-01,Main,Service AI,Consumption LMIS,40151
POPs,2025-12-01,Main,Service AI,Actual Consumption,25592
POPs,2025-12-01,Main,Service AI,Service Excel,NA
POPs,2025-12-01,Main,Service AI,Service AI,9548
POPs,2025-12-01,Main,Service AI,Consumption Excel,NA
POPs,2025-12-01,Main,Service AI,Consumption AI,23755
POPs,2025-12-01,Main,Service AI,Demographic,56288.91667
POPs,2025-12-01,Main,Service AI,Consumption LMIS,40151
POPs,2026-01-01,Main,Service AI,Actual Consumption,25776
POPs,2026-01-01,Main,Service AI,Service Excel,NA
POPs,2026-01-01,Main,Service AI,Service AI,9488
POPs,2026-01-01,Main,Service AI,Consumption Excel,NA
POPs,2026-01-01,Main,Service AI,Consumption AI,25778
POPs,2026-01-01,Main,Service AI,Demographic,56288.91667
POPs,2026-01-01,Main,Service AI,Consumption LMIS,40151
POPs,2026-02-01,Main,Service AI,Actual Consumption,27897
POPs,2026-02-01,Main,Service AI,Service Excel,NA
POPs,2026-02-01,Main,Service AI,Service AI,9259
POPs,2026-02-01,Main,Service AI,Consumption Excel,NA
POPs,2026-02-01,Main,Service AI,Consumption AI,24135
POPs,2026-02-01,Main,Service AI,Demographic,56288.91667
POPs,2026-02-01,Main,Service AI,Consumption LMIS,40151
POPs,2026-03-01,Main,Service AI,Actual Consumption,23963
POPs,2026-03-01,Main,Service AI,Service Excel,NA
POPs,2026-03-01,Main,Service AI,Service AI,9285
POPs,2026-03-01,Main,Service AI,Consumption Excel,NA
POPs,2026-03-01,Main,Service AI,Consumption AI,22964
POPs,2026-03-01,Main,Service AI,Demographic,56288.91667
POPs,2026-03-01,Main,Service AI,Consumption LMIS,40151
POPs,2026-04-01,Main,Service AI,Actual Consumption,26307
POPs,2026-04-01,Main,Service AI,Service Excel,NA
POPs,2026-04-01,Main,Service AI,Service AI,9432
POPs,2026-04-01,Main,Service AI,Consumption Excel,NA
POPs,2026-04-01,Main,Service AI,Consumption AI,25076
POPs,2026-04-01,Main,Service AI,Demographic,56288.91667
POPs,2026-04-01,Main,Service AI,Consumption LMIS,40151
POPs,2026-05-01,Main,Service AI,Actual Consumption,24172
POPs,2026-05-01,Main,Service AI,Service Excel,NA
POPs,2026-05-01,Main,Service AI,Service AI,9354
POPs,2026-05-01,Main,Service AI,Consumption Excel,NA
POPs,2026-05-01,Main,Service AI,Consumption AI,24266
POPs,2026-05-01,Main,Service AI,Demographic,56288.91667
POPs,2026-05-01,Main,Service AI,Consumption LMIS,40151
POPs,2026-06-01,Main,Service AI,Actual Consumption,25506
POPs,2026-06-01,Main,Service AI,Service Excel,NA
POPs,2026-06-01,Main,Service AI,Service AI,9346
POPs,2026-06-01,Main,Service AI,Consumption Excel,NA
POPs,2026-06-01,Main,Service AI,Consumption AI,24191
POPs,2026-06-01,Main,Service AI,Demographic,56288.91667
POPs,2026-06-01,Main,Service AI,Consumption LMIS,40151
Jadelle,2023-07-01,Main,Consumption AI,Actual Consumption,39305
Jadelle,2023-07-01,Main,Consumption AI,Service Excel,26302
Jadelle,2023-07-01,Main,Consumption AI,Service AI,40560.479999999996
Jadelle,2023-07-01,Main,Consumption AI,Consumption Excel,28610
Jadelle,2023-07-01,Main,Consumption AI,Consumption AI,29889
Jadelle,2023-07-01,Main,Consumption AI,Demographic,39306
Jadelle,2023-07-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2023-08-01,Main,Consumption AI,Actual Consumption,45952
Jadelle,2023-08-01,Main,Consumption AI,Service Excel,26302
Jadelle,2023-08-01,Main,Consumption AI,Service AI,41369.76
Jadelle,2023-08-01,Main,Consumption AI,Consumption Excel,28610
Jadelle,2023-08-01,Main,Consumption AI,Consumption AI,29963
Jadelle,2023-08-01,Main,Consumption AI,Demographic,39306
Jadelle,2023-08-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2023-09-01,Main,Consumption AI,Actual Consumption,43131
Jadelle,2023-09-01,Main,Consumption AI,Service Excel,26302
Jadelle,2023-09-01,Main,Consumption AI,Service AI,42206.4
Jadelle,2023-09-01,Main,Consumption AI,Consumption Excel,28610
Jadelle,2023-09-01,Main,Consumption AI,Consumption AI,29515
Jadelle,2023-09-01,Main,Consumption AI,Demographic,39306
Jadelle,2023-09-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2023-10-01,Main,Consumption AI,Actual Consumption,42827
Jadelle,2023-10-01,Main,Consumption AI,Service Excel,26302
Jadelle,2023-10-01,Main,Consumption AI,Service AI,43015.68
Jadelle,2023-10-01,Main,Consumption AI,Consumption Excel,28610
Jadelle,2023-10-01,Main,Consumption AI,Consumption AI,29367
Jadelle,2023-10-01,Main,Consumption AI,Demographic,39306
Jadelle,2023-10-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2023-11-01,Main,Consumption AI,Actual Consumption,40368
Jadelle,2023-11-01,Main,Consumption AI,Service Excel,26302
Jadelle,2023-11-01,Main,Consumption AI,Service AI,43852.32
Jadelle,2023-11-01,Main,Consumption AI,Consumption Excel,28610
Jadelle,2023-11-01,Main,Consumption AI,Consumption AI,29210
Jadelle,2023-11-01,Main,Consumption AI,Demographic,39306
Jadelle,2023-11-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2023-12-01,Main,Consumption AI,Actual Consumption,36195
Jadelle,2023-12-01,Main,Consumption AI,Service Excel,26302
Jadelle,2023-12-01,Main,Consumption AI,Service AI,44688.24
Jadelle,2023-12-01,Main,Consumption AI,Consumption Excel,28610
Jadelle,2023-12-01,Main,Consumption AI,Consumption AI,28856
Jadelle,2023-12-01,Main,Consumption AI,Demographic,39306
Jadelle,2023-12-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2024-01-01,Main,Consumption AI,Actual Consumption,42587
Jadelle,2024-01-01,Main,Consumption AI,Service Excel,26302
Jadelle,2024-01-01,Main,Consumption AI,Service AI,45497.52
Jadelle,2024-01-01,Main,Consumption AI,Consumption Excel,28610
Jadelle,2024-01-01,Main,Consumption AI,Consumption AI,28466
Jadelle,2024-01-01,Main,Consumption AI,Demographic,39306
Jadelle,2024-01-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2024-02-01,Main,Consumption AI,Actual Consumption,39925
Jadelle,2024-02-01,Main,Consumption AI,Service Excel,26302
Jadelle,2024-02-01,Main,Consumption AI,Service AI,46334.159999999996
Jadelle,2024-02-01,Main,Consumption AI,Consumption Excel,28610
Jadelle,2024-02-01,Main,Consumption AI,Consumption AI,28272
Jadelle,2024-02-01,Main,Consumption AI,Demographic,39306
Jadelle,2024-02-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2024-03-01,Main,Consumption AI,Actual Consumption,36923
Jadelle,2024-03-01,Main,Consumption AI,Service Excel,26302
Jadelle,2024-03-01,Main,Consumption AI,Service AI,47143.439999999995
Jadelle,2024-03-01,Main,Consumption AI,Consumption Excel,28610
Jadelle,2024-03-01,Main,Consumption AI,Consumption AI,28136
Jadelle,2024-03-01,Main,Consumption AI,Demographic,39306
Jadelle,2024-03-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2024-04-01,Main,Consumption AI,Actual Consumption,33995
Jadelle,2024-04-01,Main,Consumption AI,Service Excel,26302
Jadelle,2024-04-01,Main,Consumption AI,Service AI,47980.08
Jadelle,2024-04-01,Main,Consumption AI,Consumption Excel,28610
Jadelle,2024-04-01,Main,Consumption AI,Consumption AI,27804
Jadelle,2024-04-01,Main,Consumption AI,Demographic,39306
Jadelle,2024-04-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2024-05-01,Main,Consumption AI,Actual Consumption,36880
Jadelle,2024-05-01,Main,Consumption AI,Service Excel,26302
Jadelle,2024-05-01,Main,Consumption AI,Service AI,48816.72
Jadelle,2024-05-01,Main,Consumption AI,Consumption Excel,28610
Jadelle,2024-05-01,Main,Consumption AI,Consumption AI,27496
Jadelle,2024-05-01,Main,Consumption AI,Demographic,39306
Jadelle,2024-05-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2024-06-01,Main,Consumption AI,Actual Consumption,37214
Jadelle,2024-06-01,Main,Consumption AI,Service Excel,26302
Jadelle,2024-06-01,Main,Consumption AI,Service AI,49599.36
Jadelle,2024-06-01,Main,Consumption AI,Consumption Excel,28610
Jadelle,2024-06-01,Main,Consumption AI,Consumption AI,27232
Jadelle,2024-06-01,Main,Consumption AI,Demographic,39306
Jadelle,2024-06-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2024-07-01,Main,Consumption AI,Actual Consumption,43185
Jadelle,2024-07-01,Main,Consumption AI,Service Excel,34392
Jadelle,2024-07-01,Main,Consumption AI,Service AI,34392
Jadelle,2024-07-01,Main,Consumption AI,Consumption Excel,37770
Jadelle,2024-07-01,Main,Consumption AI,Consumption AI,37843
Jadelle,2024-07-01,Main,Consumption AI,Demographic,46855
Jadelle,2024-07-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2024-08-01,Main,Consumption AI,Actual Consumption,43880
Jadelle,2024-08-01,Main,Consumption AI,Service Excel,34392
Jadelle,2024-08-01,Main,Consumption AI,Service AI,34392
Jadelle,2024-08-01,Main,Consumption AI,Consumption Excel,37770
Jadelle,2024-08-01,Main,Consumption AI,Consumption AI,37843
Jadelle,2024-08-01,Main,Consumption AI,Demographic,46855
Jadelle,2024-08-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2024-09-01,Main,Consumption AI,Actual Consumption,44338
Jadelle,2024-09-01,Main,Consumption AI,Service Excel,34392
Jadelle,2024-09-01,Main,Consumption AI,Service AI,34392
Jadelle,2024-09-01,Main,Consumption AI,Consumption Excel,37770
Jadelle,2024-09-01,Main,Consumption AI,Consumption AI,37843
Jadelle,2024-09-01,Main,Consumption AI,Demographic,46855
Jadelle,2024-09-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2024-10-01,Main,Consumption AI,Actual Consumption,44169
Jadelle,2024-10-01,Main,Consumption AI,Service Excel,34392
Jadelle,2024-10-01,Main,Consumption AI,Service AI,34392
Jadelle,2024-10-01,Main,Consumption AI,Consumption Excel,37770
Jadelle,2024-10-01,Main,Consumption AI,Consumption AI,37843
Jadelle,2024-10-01,Main,Consumption AI,Demographic,46855
Jadelle,2024-10-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2024-11-01,Main,Consumption AI,Actual Consumption,39655
Jadelle,2024-11-01,Main,Consumption AI,Service Excel,34392
Jadelle,2024-11-01,Main,Consumption AI,Service AI,34392
Jadelle,2024-11-01,Main,Consumption AI,Consumption Excel,37770
Jadelle,2024-11-01,Main,Consumption AI,Consumption AI,37843
Jadelle,2024-11-01,Main,Consumption AI,Demographic,46855
Jadelle,2024-11-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2024-12-01,Main,Consumption AI,Actual Consumption,33483
Jadelle,2024-12-01,Main,Consumption AI,Service Excel,34392
Jadelle,2024-12-01,Main,Consumption AI,Service AI,34392
Jadelle,2024-12-01,Main,Consumption AI,Consumption Excel,37770
Jadelle,2024-12-01,Main,Consumption AI,Consumption AI,37843
Jadelle,2024-12-01,Main,Consumption AI,Demographic,46855
Jadelle,2024-12-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2025-01-01,Main,Consumption AI,Actual Consumption,37641
Jadelle,2025-01-01,Main,Consumption AI,Service Excel,34392
Jadelle,2025-01-01,Main,Consumption AI,Service AI,34392
Jadelle,2025-01-01,Main,Consumption AI,Consumption Excel,37770
Jadelle,2025-01-01,Main,Consumption AI,Consumption AI,37843
Jadelle,2025-01-01,Main,Consumption AI,Demographic,46855
Jadelle,2025-01-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2025-02-01,Main,Consumption AI,Actual Consumption,35981
Jadelle,2025-02-01,Main,Consumption AI,Service Excel,34392
Jadelle,2025-02-01,Main,Consumption AI,Service AI,34392
Jadelle,2025-02-01,Main,Consumption AI,Consumption Excel,37770
Jadelle,2025-02-01,Main,Consumption AI,Consumption AI,37843
Jadelle,2025-02-01,Main,Consumption AI,Demographic,46855
Jadelle,2025-02-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2025-03-01,Main,Consumption AI,Actual Consumption,32192
Jadelle,2025-03-01,Main,Consumption AI,Service Excel,34392
Jadelle,2025-03-01,Main,Consumption AI,Service AI,34392
Jadelle,2025-03-01,Main,Consumption AI,Consumption Excel,37770
Jadelle,2025-03-01,Main,Consumption AI,Consumption AI,37843
Jadelle,2025-03-01,Main,Consumption AI,Demographic,46855
Jadelle,2025-03-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2025-04-01,Main,Consumption AI,Actual Consumption,30190
Jadelle,2025-04-01,Main,Consumption AI,Service Excel,34392
Jadelle,2025-04-01,Main,Consumption AI,Service AI,34392
Jadelle,2025-04-01,Main,Consumption AI,Consumption Excel,37770
Jadelle,2025-04-01,Main,Consumption AI,Consumption AI,37843
Jadelle,2025-04-01,Main,Consumption AI,Demographic,46855
Jadelle,2025-04-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2025-05-01,Main,Consumption AI,Actual Consumption,27142
Jadelle,2025-05-01,Main,Consumption AI,Service Excel,34392
Jadelle,2025-05-01,Main,Consumption AI,Service AI,34392
Jadelle,2025-05-01,Main,Consumption AI,Consumption Excel,37770
Jadelle,2025-05-01,Main,Consumption AI,Consumption AI,37843
Jadelle,2025-05-01,Main,Consumption AI,Demographic,46855
Jadelle,2025-05-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2025-06-01,Main,Consumption AI,Actual Consumption,25920
Jadelle,2025-06-01,Main,Consumption AI,Service Excel,34392
Jadelle,2025-06-01,Main,Consumption AI,Service AI,34392
Jadelle,2025-06-01,Main,Consumption AI,Consumption Excel,37770
Jadelle,2025-06-01,Main,Consumption AI,Consumption AI,37843
Jadelle,2025-06-01,Main,Consumption AI,Demographic,46855
Jadelle,2025-06-01,Main,Consumption AI,Consumption LMIS,NA
Jadelle,2024-07-01,Review,Consumption AI,Actual Consumption,43185
Jadelle,2024-07-01,Review,Consumption AI,Service Excel,40475
Jadelle,2024-07-01,Review,Consumption AI,Service AI,37843
Jadelle,2024-07-01,Review,Consumption AI,Consumption Excel,39847
Jadelle,2024-07-01,Review,Consumption AI,Consumption AI,38497
Jadelle,2024-07-01,Review,Consumption AI,Demographic,11450
Jadelle,2024-07-01,Review,Consumption AI,Consumption LMIS,NA
Jadelle,2024-08-01,Review,Consumption AI,Actual Consumption,43880
Jadelle,2024-08-01,Review,Consumption AI,Service Excel,40475
Jadelle,2024-08-01,Review,Consumption AI,Service AI,37843
Jadelle,2024-08-01,Review,Consumption AI,Consumption Excel,39847
Jadelle,2024-08-01,Review,Consumption AI,Consumption AI,38497
Jadelle,2024-08-01,Review,Consumption AI,Demographic,11450
Jadelle,2024-08-01,Review,Consumption AI,Consumption LMIS,NA
Jadelle,2024-09-01,Review,Consumption AI,Actual Consumption,44338
Jadelle,2024-09-01,Review,Consumption AI,Service Excel,40475
Jadelle,2024-09-01,Review,Consumption AI,Service AI,37843
Jadelle,2024-09-01,Review,Consumption AI,Consumption Excel,39847
Jadelle,2024-09-01,Review,Consumption AI,Consumption AI,38497
Jadelle,2024-09-01,Review,Consumption AI,Demographic,11450
Jadelle,2024-09-01,Review,Consumption AI,Consumption LMIS,NA
Jadelle,2024-10-01,Review,Consumption AI,Actual Consumption,44169
Jadelle,2024-10-01,Review,Consumption AI,Service Excel,40475
Jadelle,2024-10-01,Review,Consumption AI,Service AI,37843
Jadelle,2024-10-01,Review,Consumption AI,Consumption Excel,39847
Jadelle,2024-10-01,Review,Consumption AI,Consumption AI,38497
Jadelle,2024-10-01,Review,Consumption AI,Demographic,11450
Jadelle,2024-10-01,Review,Consumption AI,Consumption LMIS,NA
Jadelle,2024-11-01,Review,Consumption AI,Actual Consumption,39655
Jadelle,2024-11-01,Review,Consumption AI,Service Excel,40475
Jadelle,2024-11-01,Review,Consumption AI,Service AI,37843
Jadelle,2024-11-01,Review,Consumption AI,Consumption Excel,39847
Jadelle,2024-11-01,Review,Consumption AI,Consumption AI,38497
Jadelle,2024-11-01,Review,Consumption AI,Demographic,11450
Jadelle,2024-11-01,Review,Consumption AI,Consumption LMIS,NA
Jadelle,2024-12-01,Review,Consumption AI,Actual Consumption,33483
Jadelle,2024-12-01,Review,Consumption AI,Service Excel,40475
Jadelle,2024-12-01,Review,Consumption AI,Service AI,37843
Jadelle,2024-12-01,Review,Consumption AI,Consumption Excel,39847
Jadelle,2024-12-01,Review,Consumption AI,Consumption AI,38497
Jadelle,2024-12-01,Review,Consumption AI,Demographic,11450
Jadelle,2024-12-01,Review,Consumption AI,Consumption LMIS,NA
Jadelle,2025-01-01,Review,Consumption AI,Actual Consumption,37641
Jadelle,2025-01-01,Review,Consumption AI,Service Excel,40475
Jadelle,2025-01-01,Review,Consumption AI,Service AI,37843
Jadelle,2025-01-01,Review,Consumption AI,Consumption Excel,39847
Jadelle,2025-01-01,Review,Consumption AI,Consumption AI,38497
Jadelle,2025-01-01,Review,Consumption AI,Demographic,11450
Jadelle,2025-01-01,Review,Consumption AI,Consumption LMIS,NA
Jadelle,2025-02-01,Review,Consumption AI,Actual Consumption,35981
Jadelle,2025-02-01,Review,Consumption AI,Service Excel,40475
Jadelle,2025-02-01,Review,Consumption AI,Service AI,37843
Jadelle,2025-02-01,Review,Consumption AI,Consumption Excel,39847
Jadelle,2025-02-01,Review,Consumption AI,Consumption AI,38497
Jadelle,2025-02-01,Review,Consumption AI,Demographic,11450
Jadelle,2025-02-01,Review,Consumption AI,Consumption LMIS,NA
Jadelle,2025-03-01,Review,Consumption AI,Actual Consumption,32192
Jadelle,2025-03-01,Review,Consumption AI,Service Excel,40475
Jadelle,2025-03-01,Review,Consumption AI,Service AI,37843
Jadelle,2025-03-01,Review,Consumption AI,Consumption Excel,39847
Jadelle,2025-03-01,Review,Consumption AI,Consumption AI,38497
Jadelle,2025-03-01,Review,Consumption AI,Demographic,11450
Jadelle,2025-03-01,Review,Consumption AI,Consumption LMIS,NA
Jadelle,2025-04-01,Review,Consumption AI,Actual Consumption,30190
Jadelle,2025-04-01,Review,Consumption AI,Service Excel,40475
Jadelle,2025-04-01,Review,Consumption AI,Service AI,37843
Jadelle,2025-04-01,Review,Consumption AI,Consumption Excel,39847
Jadelle,2025-04-01,Review,Consumption AI,Consumption AI,38497
Jadelle,2025-04-01,Review,Consumption AI,Demographic,11450
Jadelle,2025-04-01,Review,Consumption AI,Consumption LMIS,NA
Jadelle,2025-05-01,Review,Consumption AI,Actual Consumption,27142
Jadelle,2025-05-01,Review,Consumption AI,Service Excel,40475
Jadelle,2025-05-01,Review,Consumption AI,Service AI,37843
Jadelle,2025-05-01,Review,Consumption AI,Consumption Excel,39847
Jadelle,2025-05-01,Review,Consumption AI,Consumption AI,38497
Jadelle,2025-05-01,Review,Consumption AI,Demographic,11450
Jadelle,2025-05-01,Review,Consumption AI,Consumption LMIS,NA
Jadelle,2025-06-01,Review,Consumption AI,Actual Consumption,25920
Jadelle,2025-06-01,Review,Consumption AI,Service Excel,40475
Jadelle,2025-06-01,Review,Consumption AI,Service AI,37843
Jadelle,2025-06-01,Review,Consumption AI,Consumption Excel,39847
Jadelle,2025-06-01,Review,Consumption AI,Consumption AI,38497
Jadelle,2025-06-01,Review,Consumption AI,Demographic,11450
Jadelle,2025-06-01,Review,Consumption AI,Consumption LMIS,NA
Jadelle,2025-07-01,Main,Service AI,Actual Consumption,34314
Jadelle,2025-07-01,Main,Service AI,Service Excel,NA
Jadelle,2025-07-01,Main,Service AI,Service AI,40170
Jadelle,2025-07-01,Main,Service AI,Consumption Excel,NA
Jadelle,2025-07-01,Main,Service AI,Consumption AI,35846
Jadelle,2025-07-01,Main,Service AI,Demographic,17220.75
Jadelle,2025-07-01,Main,Service AI,Consumption LMIS,44598
Jadelle,2025-08-01,Main,Service AI,Actual Consumption,35441
Jadelle,2025-08-01,Main,Service AI,Service Excel,NA
Jadelle,2025-08-01,Main,Service AI,Service AI,40708
Jadelle,2025-08-01,Main,Service AI,Consumption Excel,NA
Jadelle,2025-08-01,Main,Service AI,Consumption AI,37923
Jadelle,2025-08-01,Main,Service AI,Demographic,17220.75
Jadelle,2025-08-01,Main,Service AI,Consumption LMIS,44598
Jadelle,2025-09-01,Main,Service AI,Actual Consumption,36663
Jadelle,2025-09-01,Main,Service AI,Service Excel,NA
Jadelle,2025-09-01,Main,Service AI,Service AI,40450
Jadelle,2025-09-01,Main,Service AI,Consumption Excel,NA
Jadelle,2025-09-01,Main,Service AI,Consumption AI,38056
Jadelle,2025-09-01,Main,Service AI,Demographic,17220.75
Jadelle,2025-09-01,Main,Service AI,Consumption LMIS,44598
Jadelle,2025-10-01,Main,Service AI,Actual Consumption,31987
Jadelle,2025-10-01,Main,Service AI,Service Excel,NA
Jadelle,2025-10-01,Main,Service AI,Service AI,40576
Jadelle,2025-10-01,Main,Service AI,Consumption Excel,NA
Jadelle,2025-10-01,Main,Service AI,Consumption AI,36929
Jadelle,2025-10-01,Main,Service AI,Demographic,17220.75
Jadelle,2025-10-01,Main,Service AI,Consumption LMIS,44598
Jadelle,2025-11-01,Main,Service AI,Actual Consumption,31544
Jadelle,2025-11-01,Main,Service AI,Service Excel,NA
Jadelle,2025-11-01,Main,Service AI,Service AI,39655
Jadelle,2025-11-01,Main,Service AI,Consumption Excel,NA
Jadelle,2025-11-01,Main,Service AI,Consumption AI,35332
Jadelle,2025-11-01,Main,Service AI,Demographic,17220.75
Jadelle,2025-11-01,Main,Service AI,Consumption LMIS,44598
Jadelle,2025-12-01,Main,Service AI,Actual Consumption,30668
Jadelle,2025-12-01,Main,Service AI,Service Excel,NA
Jadelle,2025-12-01,Main,Service AI,Service AI,35785
Jadelle,2025-12-01,Main,Service AI,Consumption Excel,NA
Jadelle,2025-12-01,Main,Service AI,Consumption AI,32824
Jadelle,2025-12-01,Main,Service AI,Demographic,17220.75
Jadelle,2025-12-01,Main,Service AI,Consumption LMIS,44598
Jadelle,2026-01-01,Main,Service AI,Actual Consumption,32622
Jadelle,2026-01-01,Main,Service AI,Service Excel,NA
Jadelle,2026-01-01,Main,Service AI,Service AI,39164
Jadelle,2026-01-01,Main,Service AI,Consumption Excel,NA
Jadelle,2026-01-01,Main,Service AI,Consumption AI,33630
Jadelle,2026-01-01,Main,Service AI,Demographic,17220.75
Jadelle,2026-01-01,Main,Service AI,Consumption LMIS,44598
Jadelle,2026-02-01,Main,Service AI,Actual Consumption,32981
Jadelle,2026-02-01,Main,Service AI,Service Excel,NA
Jadelle,2026-02-01,Main,Service AI,Service AI,38552
Jadelle,2026-02-01,Main,Service AI,Consumption Excel,NA
Jadelle,2026-02-01,Main,Service AI,Consumption AI,32052
Jadelle,2026-02-01,Main,Service AI,Demographic,17220.75
Jadelle,2026-02-01,Main,Service AI,Consumption LMIS,44598
Jadelle,2026-03-01,Main,Service AI,Actual Consumption,37333
Jadelle,2026-03-01,Main,Service AI,Service Excel,NA
Jadelle,2026-03-01,Main,Service AI,Service AI,38366
Jadelle,2026-03-01,Main,Service AI,Consumption Excel,NA
Jadelle,2026-03-01,Main,Service AI,Consumption AI,31603
Jadelle,2026-03-01,Main,Service AI,Demographic,17220.75
Jadelle,2026-03-01,Main,Service AI,Consumption LMIS,44598
Jadelle,2026-04-01,Main,Service AI,Actual Consumption,37324
Jadelle,2026-04-01,Main,Service AI,Service Excel,NA
Jadelle,2026-04-01,Main,Service AI,Service AI,36513
Jadelle,2026-04-01,Main,Service AI,Consumption Excel,NA
Jadelle,2026-04-01,Main,Service AI,Consumption AI,30391
Jadelle,2026-04-01,Main,Service AI,Demographic,17220.75
Jadelle,2026-04-01,Main,Service AI,Consumption LMIS,44598
Jadelle,2026-05-01,Main,Service AI,Actual Consumption,33370
Jadelle,2026-05-01,Main,Service AI,Service Excel,NA
Jadelle,2026-05-01,Main,Service AI,Service AI,36366
Jadelle,2026-05-01,Main,Service AI,Consumption Excel,NA
Jadelle,2026-05-01,Main,Service AI,Consumption AI,30235
Jadelle,2026-05-01,Main,Service AI,Demographic,17220.75
Jadelle,2026-05-01,Main,Service AI,Consumption LMIS,44598
Jadelle,2026-06-01,Main,Service AI,Actual Consumption,36653
Jadelle,2026-06-01,Main,Service AI,Service Excel,NA
Jadelle,2026-06-01,Main,Service AI,Service AI,36621
Jadelle,2026-06-01,Main,Service AI,Consumption Excel,NA
Jadelle,2026-06-01,Main,Service AI,Consumption AI,31135
Jadelle,2026-06-01,Main,Service AI,Demographic,17220.75
Jadelle,2026-06-01,Main,Service AI,Consumption LMIS,44598
Levoplant,2023-07-01,Main,Consumption AI,Actual Consumption,10493
Levoplant,2023-07-01,Main,Consumption AI,Service Excel,18927
Levoplant,2023-07-01,Main,Consumption AI,Service AI,15773.520000000002
Levoplant,2023-07-01,Main,Consumption AI,Consumption Excel,18376
Levoplant,2023-07-01,Main,Consumption AI,Consumption AI,14945
Levoplant,2023-07-01,Main,Consumption AI,Demographic,15722
Levoplant,2023-07-01,Main,Consumption AI,Consumption LMIS,NA
Levoplant,2023-08-01,Main,Consumption AI,Actual Consumption,12763
Levoplant,2023-08-01,Main,Consumption AI,Service Excel,18927
Levoplant,2023-08-01,Main,Consumption AI,Service AI,16088.240000000002
Levoplant,2023-08-01,Main,Consumption AI,Consumption Excel,18376
Levoplant,2023-08-01,Main,Consumption AI,Consumption AI,20735
Levoplant,2023-08-01,Main,Consumption AI,Demographic,15722
Levoplant,2023-08-01,Main,Consumption AI,Consumption LMIS,NA
Levoplant,2023-09-01,Main,Consumption AI,Actual Consumption,11768
Levoplant,2023-09-01,Main,Consumption AI,Service Excel,18927
Levoplant,2023-09-01,Main,Consumption AI,Service AI,16413.600000000002
Levoplant,2023-09-01,Main,Consumption AI,Consumption Excel,18376
Levoplant,2023-09-01,Main,Consumption AI,Consumption AI,18962
Levoplant,2023-09-01,Main,Consumption AI,Demographic,15722
Levoplant,2023-09-01,Main,Consumption AI,Consumption LMIS,NA
